name,name_kr,artist,label,type,level,bg_img
The Reverie,The Reverie,uma,s,s,17,https://piugame.com/data/song_img/59006ca78aee2254dd3fe1362c9864b6.png
Arirang,Arirang,Banya Production,s,s,22,https://piugame.com/data/song_img/8d55fa3101649d5beb9ee7921b2ea46c.png
1950,1950,SLAM,s,s,16,https://piugame.com/data/song_img/fba81856a34b5447cd12dc4aaf87d37a.png
Violet Perfume,Violet Perfume,SHK,d,d,18,https://piugame.com/data/song_img/b56c4919c761edb184564ea723b74e47.png
Reality,Reality,SHK,s,s,17,https://piugame.com/data/song_img/a2c8a74650ac15de9f85570e013cff72.png
Imagination,Imagination,SHK,s,s,18,https://piugame.com/data/song_img/d2cae42c9796239e8a141eb5fa39872c.png
Energy Synergy Matrix,Energy Synergy Matrix,Tanchiky,d,d,13,https://piugame.com/data/song_img/9a9a1a662444b7305346e031dad8be2e.png
Scorpion King,Scorpion King,r300k,d,d,16,https://piugame.com/data/song_img/2d8d5d9f38d10d9b8510159a9f1b3191.png
Pop Sequence,Pop Sequence,Hommarju,s,s,15,https://piugame.com/data/song_img/517829f70e7dfddf25a974289134e8e5.png
Yog-Sothoth,Yog-Sothoth,Nato,d,d,24,https://piugame.com/data/song_img/bc54e47a51c88d61e1132c40cce0f714.png
Skeptic,Skeptic,Doin,s,s,19,https://piugame.com/data/song_img/cfd902c46c5004527c92d5e229edcc42.png
Solitary 2,Solitary 2,BanYa,d,d,21,https://piugame.com/data/song_img/d47b212e55b95acd95264414b89a8bdb.png
GOODBOUNCE,GOODBOUNCE,EBIMAYO,d,d,13,https://piugame.com/data/song_img/fb318d836ec65eca2c99728fee9f3dc9.png
Jupin,Jupin,Sobrem,d,d,18,https://piugame.com/data/song_img/9f561790e1f3df1f1174b87f0d78b9d6.png
Imprinting,Imprinting,Sakuzyo,d,d,16,https://piugame.com/data/song_img/32c419f173c4eeb2b9f9f92308c60996.png
Dement ~After Legend~,Dement ~After Legend~,Lunatic Sounds,d,d,20,https://piugame.com/data/song_img/fd482baf3748bc4b5e74b4d5cd800819.png
Rolling Christmas,Rolling Christmas,BanYa,c,c,n2,https://piugame.com/data/song_img/744e973eeccd43765eb616bb0cad04e6.png
CROSS SOUL,CROSS SOUL,HyuN feat. Syepias,d,d,24,https://piugame.com/data/song_img/9a7a0e282cbd94c9c94f605979be9cc2.png
Beautiful Liar,Beautiful Liar,MONSTA X,d,d,18,https://piugame.com/data/song_img/fdcba58abc4ae2ed3ab20da10aec0fd0.png
I Want U,I Want U,MAX,s,s,17,https://piugame.com/data/song_img/d56f4754be78f6287098ec4f3c71f593.png
Shub Niggurath,Shub Niggurath,Nato,s,s,16,https://piugame.com/data/song_img/1f724c66b21c31dd9c8999b2cdd04f6d.png
Extravaganza,Extravaganza,BanYa,s,s,08,https://piugame.com/data/song_img/ca2dc56183124e894472e0064435b39b.png
Fire Noodle Challenge,Fire Noodle Challenge,Memme,s,s,23,https://piugame.com/data/song_img/8fbb4702a5c6be65e7dfb7635af4ec6d.png
Gun Rock,Gun Rock,Banya Production,d,d,24,https://piugame.com/data/song_img/a99628699414126f01156a2eff9c4509.png
Last Rebirth,Last Rebirth,SHK,d,d,17,https://piugame.com/data/song_img/0b872960a24a9c72cae2050cb371c45c.png
Hestia,Hestia,Gentle Stick,s,s,10,https://piugame.com/data/song_img/6aad0134937d6a0994dbd57a1f41aa78.png
Queen Of The Red,Queen Of The Red,ETIA.,s,s,18,https://piugame.com/data/song_img/4df7e2adc835650b5fef4106978a3b48.png
Baroque Virus - FULL SONG -,Baroque Virus - FULL SONG -,Zircon,s,s,15,https://piugame.com/data/song_img/a7aa8a563397bb7ba2af5ae78b5281a3.png
Mr. Larpus,Mr. Larpus,BanYa,d,d,16,https://piugame.com/data/song_img/d5f90344eb4cee421e77fb595a359d55.png
The Quick Brown Fox Jumps Over The Lazy Dog,The Quick Brown Fox Jumps Over The Lazy Dog,Doin,d,d,24,https://piugame.com/data/song_img/13ee583d7eb125353c9594c54e8af8ee.png
Kasou Shinja仮装信者,Kasou Shinja仮装信者,MAX,d,d,24,https://piugame.com/data/song_img/29b6ff6beda3f488e7f64c6f9d5d3ecd.png
Point Zero One,Point Zero One,SynthWulf,d,d,17,https://piugame.com/data/song_img/e6f6a10d84dca85fa323efeb21d5c599.png
Gothique Resonance,Gothique Resonance,P4Koo,s,s,21,https://piugame.com/data/song_img/4b41820a1ce03c6b9ef1c6942772f649.png
Love is a Danger Zone,Love is a Danger Zone,BanYa,s,s,19,https://piugame.com/data/song_img/6779c6a770903e82d8656f65fdb4d2dd.png
Travel to future,Travel to future,Neutral Moon ,s,s,17,https://piugame.com/data/song_img/57f487c23ba8dffe5a54db83e550e041.png
Emperor,Emperor,BanYa,s,s,16,https://piugame.com/data/song_img/ec32e893a0030fc132608a1f1e9fbb99.png
Iolite Sky,Iolite Sky,Doin,d,d,24,https://piugame.com/data/song_img/f31f845bdc8584adce799fe78a775fdb.png
Timing,Timing,HIGHTEEN,s,s,18,https://piugame.com/data/song_img/8ab5981a8fb556f4c0ec89bbf6ea440b.png
Gargoyle,Gargoyle,Sanxion7,d,d,23,https://piugame.com/data/song_img/618150bb862eb2a3177d94ac387aae60.png
Pumptris 8Bit ver.,Pumptris 8Bit ver.,YAHPP,c,c,n2,https://piugame.com/data/song_img/f81410c529797cfed5af41338134cf4c.png
Bad Apple!! feat. Nomico - FULL SONG -,Bad Apple!! feat. Nomico - FULL SONG -,Masayoshi Minoshima,s,s,14,https://piugame.com/data/song_img/a5d367b72dbe7ef734cf5d250d3000d5.png
Further,Further,Doin,s,s,18,https://piugame.com/data/song_img/1f171915dd8d2dabd558f070fa77f419.png
Le Grand Bleu,Le Grand Bleu,KIEN,s,s,12,https://piugame.com/data/song_img/51a18cfbe11adc98b9cc58758a8d0b38.png
Euphorianic - SHORT CUT -,Euphorianic - SHORT CUT -,SHK,s,s,10,https://piugame.com/data/song_img/a69635c7e3a9ddd1e9a2e3a05ac07d48.png
Little Munchkin,Little Munchkin,Castellia,d,d,11,https://piugame.com/data/song_img/d59295bf426a99e64848df63ced40717.png
Jogging,Jogging,LUCY,d,d,22,https://piugame.com/data/song_img/3adbc9e8d05b1d006a995cf3079330aa.png
Jupin,Jupin,Sobrem,d,d,25,https://piugame.com/data/song_img/9f561790e1f3df1f1174b87f0d78b9d6.png
Ghroth,Ghroth,nato,d,d,20,https://piugame.com/data/song_img/711e60a1b06997e72dde2024731aebdf.png
Papasito (feat.  KuTiNA),Papasito (feat.  KuTiNA),Yakikaze & Cashew,d,d,14,https://piugame.com/data/song_img/72e2b928ef1c20c3f56c0ee931b0f8da.png
Pop The Track,Pop The Track,J-Mi & Midi-D & Ft. Hanna Stockzell,s,s,16,https://piugame.com/data/song_img/144c2b06732112f18a9342904b058aa4.png
Tales of Pumpnia,Tales of Pumpnia,Applesoda,d,d,18,https://piugame.com/data/song_img/1352c4fabaa9bb5e8df52ca0062f2e00.png
Blazing,Blazing,BanYa,s,s,17,https://piugame.com/data/song_img/025886fd5b3d73fc257a8eb8cb09bc03.png
Xuxa,Xuxa,Smiley,s,s,14,https://piugame.com/data/song_img/4cb90d0696403eef2913182e0fa88276.png
VANISH,VANISH,Applesoda,d,d,24,https://piugame.com/data/song_img/f0fb91b69e6f6e88bd53b7a7a3826932.png
GOOD NIGHT,GOOD NIGHT,Dreamcatcher,d,d,24,https://piugame.com/data/song_img/950bba94b66e30b4a33c794c204b2ac8.png
Super Fantasy,Super Fantasy,SHK,s,s,19,https://piugame.com/data/song_img/3c8de1e739b5d74edde29b76f4d65d77.png
F(R)IEND,F(R)IEND,D_AAN,d,d,17,https://piugame.com/data/song_img/341db42d98d602ee2e3da10c068cacda.png
Ice of Death,Ice of Death,Fiverwater,s,s,20,https://piugame.com/data/song_img/27141402dd0181ae105486ec3ab1a463.png
Switronic,Switronic,SHK,d,d,18,https://piugame.com/data/song_img/4581e710e822e320fddfda44814b61b1.png
1950,1950,SLAM,d,d,25,https://piugame.com/data/song_img/fba81856a34b5447cd12dc4aaf87d37a.png
Can-can ~Orpheus in The Party Mix~,Can-can ~Orpheus in The Party Mix~,Sr. Lan Belmont,s,s,19,https://piugame.com/data/song_img/b18d5837f6ab966de0a951e2fb018478.png
Aragami,Aragami,xi,d,d,21,https://piugame.com/data/song_img/268d0e5526dc475ccf8ca90a60fcae68.png
Imagination,Imagination,SHK,d,d,16,https://piugame.com/data/song_img/d2cae42c9796239e8a141eb5fa39872c.png
CROSS RAY (feat. 月下Lia),CROSS RAY (feat. 月下Lia),HyuN,d,d,14,https://piugame.com/data/song_img/dfba9d785e48104e3cf269d4aa594559.png
BOCA,BOCA,Dreamcatcher,d,d,21,https://piugame.com/data/song_img/eb5af940defb17449259e75e16926870.png
Pop Sequence,Pop Sequence,Hommarju,s,s,21,https://piugame.com/data/song_img/517829f70e7dfddf25a974289134e8e5.png
Death Moon,Death Moon,SHK,s,s,14,https://piugame.com/data/song_img/96f3949597bf4514833e1408efed0ad5.png
Moonlight,Moonlight,BanYa,s,s,18,https://piugame.com/data/song_img/682deef3bbe633670e77fb83018e5271.png
Kokugen Kairou Labyrinth,Kokugen Kairou Labyrinth,A:llha (ANE + 2riA),s,s,15,https://piugame.com/data/song_img/e6f6dc0021c7ff7a8a5bfbbf1d1795f6.png
Chimera,Chimera,YAHPP,c,c,n2,https://piugame.com/data/song_img/29515cbcd2bb2db30c23ed5228cdf93d.png
Forgotten Vampire,Forgotten Vampire,WyvernP,s,s,16,https://piugame.com/data/song_img/07eef7f1a5338abedaeb031a0d8ee876.png
Earendel,Earendel,Palami feat.neur6sia,s,s,04,https://piugame.com/data/song_img/972549a9c03d8cc569270252aa405cf8.png
Up & Up (Produced by AWAL),Up & Up (Produced by AWAL),Skizzo,s,s,17,https://piugame.com/data/song_img/6ebee454d88c863cacf04f8f7dd8b8c3.png
GLORIA,GLORIA,Croire,d,d,21,https://piugame.com/data/song_img/582c4b074703ed2e43d6e53030bdb8e6.png
Dement ~After Legend~,Dement ~After Legend~,Lunatic Sounds,d,d,26,https://piugame.com/data/song_img/fd482baf3748bc4b5e74b4d5cd800819.png
Elise,Elise,DM Ashura,s,s,16,https://piugame.com/data/song_img/3a4e606d1e1b67c3937f1d7c617d852c.png
GLORIA,GLORIA,Croire,d,d,18,https://piugame.com/data/song_img/582c4b074703ed2e43d6e53030bdb8e6.png
Bluish Rose,Bluish Rose,WyvernP,d,d,06,https://piugame.com/data/song_img/03b6b88c054909e454b57dd7b7dfb831.png
Yo! Say!! Fairy!!!,Yo! Say!! Fairy!!!,MYUKKE.,s,s,03,https://piugame.com/data/song_img/1afce79a91b11aacedfadb6f8f0c360c.png
Passacaglia,Passacaglia,SynthWulf,s,s,12,https://piugame.com/data/song_img/dbaa447e9e95f33d09686f71ee98141a.png
Violet Perfume,Violet Perfume,SHK,d,d,12,https://piugame.com/data/song_img/b56c4919c761edb184564ea723b74e47.png
Perpetual,Perpetual,Qu-ail,d,d,14,https://piugame.com/data/song_img/aaa768a0b807b815409ed97d9efac188.png
Halcyon,Halcyon,xi,d,d,20,https://piugame.com/data/song_img/51fcd45896e9b9925e3e1f0a77556e24.png
Passacaglia,Passacaglia,SynthWulf,d,d,22,https://piugame.com/data/song_img/dbaa447e9e95f33d09686f71ee98141a.png
See,See,Doin,s,s,11,https://piugame.com/data/song_img/2e0daf0c0eb3b5a188a20eb0a7dd1581.png
POINT ZERO 2,POINT ZERO 2,SYNTHWULF,d,d,15,https://piugame.com/data/song_img/acc3d98c6192919a0e6faa538606e518.png
Rising Star,Rising Star,M2U,s,s,17,https://piugame.com/data/song_img/f2ae6d697ce081f6b3e7bc5a71c02343.png
Can-can ~Orpheus in The Party Mix~,Can-can ~Orpheus in The Party Mix~,Sr. Lan Belmont,s,s,21,https://piugame.com/data/song_img/b18d5837f6ab966de0a951e2fb018478.png
Dance with me,Dance with me,BanYa,d,d,18,https://piugame.com/data/song_img/49ebded4723188a75111a4a701cd6eb0.png
Reminiscence,Reminiscence,MAX,c,c,n2,https://piugame.com/data/song_img/84ff11c92e9f048058755560e16778cb.png
Tribe Attacker,Tribe Attacker,Hi-G,c,c,n4,https://piugame.com/data/song_img/4669bfb9682c12e24b3b7ad032166b69.png
Crossing Delta,Crossing Delta,t+pazolite+Ginkiha+Hommarju,s,s,10,https://piugame.com/data/song_img/0b7657d770d540518fda905a6966e263.png
Lohxia,Lohxia,The Musical Ghost,d,d,14,https://piugame.com/data/song_img/280eaf79c3414fcc25d52691f550a624.png
Acquire,Acquire,ryhki,c,c,n3,https://piugame.com/data/song_img/b41eaa298c4c19f0dedc11e75271e353.png
Lepton Strike,Lepton Strike,Nato,s,s,19,https://piugame.com/data/song_img/8958722ae115e6fea37e0435ae7aa63e.png
Can-can ~Orpheus in The Party Mix~,Can-can ~Orpheus in The Party Mix~,Sr. Lan Belmont,d,d,23,https://piugame.com/data/song_img/b18d5837f6ab966de0a951e2fb018478.png
Napalm,Napalm,Doin,s,s,15,https://piugame.com/data/song_img/e3bbf6c00c0de558d4b751b6840efb47.png
CHICKEN WING,CHICKEN WING,BanYa,s,s,20,https://piugame.com/data/song_img/8d26b7c6b40b80e288decba3687b14fb.png
Reminiscence,Reminiscence,MAX,s,s,10,https://piugame.com/data/song_img/84ff11c92e9f048058755560e16778cb.png
The Quick Brown Fox Jumps Over The Lazy Dog,The Quick Brown Fox Jumps Over The Lazy Dog,Doin,d,d,22,https://piugame.com/data/song_img/13ee583d7eb125353c9594c54e8af8ee.png
Jonathan's Dream,Jonathan's Dream,MAX&Seorryang(SID-SOUND),d,d,19,https://piugame.com/data/song_img/ce8898e456b78ee4e1fd7ec6001f80a1.png
CO5M1C R4ILR0AD,CO5M1C R4ILR0AD,kanone,d,d,22,https://piugame.com/data/song_img/cb4ad7cf62655b7d2907ade4d781873f.png
Ragnarok,Ragnarok,SynthWulf,s,s,18,https://piugame.com/data/song_img/8f68503d1f4d0a971f1878657386936f.png
Beat of The War,Beat of The War,BanYa,d,d,24,https://piugame.com/data/song_img/c7d2356bba6475cdc7027c7655bd0bb4.png
Can-can ~Orpheus in The Party Mix~,Can-can ~Orpheus in The Party Mix~,Sr. Lan Belmont,d,d,15,https://piugame.com/data/song_img/b18d5837f6ab966de0a951e2fb018478.png
Jupin,Jupin,Sobrem,d,d,14,https://piugame.com/data/song_img/9f561790e1f3df1f1174b87f0d78b9d6.png
Hyacinth,Hyacinth,Yahpp,d,d,24,https://piugame.com/data/song_img/d4bb20e7de499f9e5c8f10e491d3d618.png
Paradoxx - SHORT CUT -,Paradoxx - SHORT CUT -,SLAM & NATO,d,d,26,https://piugame.com/data/song_img/2975834a1fbb299395252e9f1691851c.png
Twist of Fate (feat. Ruriling),Twist of Fate (feat. Ruriling),Jehezukiel,s,s,16,https://piugame.com/data/song_img/39179bd228825e7b84d0004ae9058c2b.png
Pump Me Amadeus,Pump Me Amadeus,BanYa,s,s,16,https://piugame.com/data/song_img/9416d4af818b73beae72ba5e73e58aa1.png
Force of Ra,Force of Ra,Memme,s,s,12,https://piugame.com/data/song_img/e53b9b8ba9b687630f6b04147e7e08f0.png
ERRORCODE: 0,ERRORCODE: 0,DOIN && SUNNY,s,s,19,https://piugame.com/data/song_img/f376da01e82ef98a2020800e9072fe78.png
Cygnus,Cygnus,nato,s,s,19,https://piugame.com/data/song_img/d3bb74a1485528e8428315183eaa1544.png
Papasito (feat.  KuTiNA),Papasito (feat.  KuTiNA),Yakikaze & Cashew,d,d,16,https://piugame.com/data/song_img/72e2b928ef1c20c3f56c0ee931b0f8da.png
U Got Me Rocking,U Got Me Rocking,MAX,d,d,17,https://piugame.com/data/song_img/91fa9215b387af5e20b5384200c591b5.png
Indestructible,Indestructible,Matduke,s,s,19,https://piugame.com/data/song_img/ae21644e1e271575dfd9a423bb808eef.png
Cygnus,Cygnus,nato,s,s,21,https://piugame.com/data/song_img/d3bb74a1485528e8428315183eaa1544.png
Donatello,Donatello,Triplestar,s,s,13,https://piugame.com/data/song_img/87fe929fd50ddc14d42b103c72479b60.png
Like Me,Like Me,SHK,s,s,10,https://piugame.com/data/song_img/f6c791b1192985fcfa0dc0e874e8e48c.png
VANISH,VANISH,Applesoda,s,s,12,https://piugame.com/data/song_img/f0fb91b69e6f6e88bd53b7a7a3826932.png
Miss S' story,Miss S' story,BanYa,s,s,19,https://piugame.com/data/song_img/524814455b65c7bcceee2776d4dc4227.png
Slapstick Parfait,Slapstick Parfait,t+pazolite,s,s,10,https://piugame.com/data/song_img/82967750fa217abeeea65af61e86b44d.png
Highway Chaser,Highway Chaser,Cosmograph,s,s,04,https://piugame.com/data/song_img/f06cbde6cc0b8747421f52ac75b3ee8b.png
Mopemope,Mopemope,LeaF,d,d,24,https://piugame.com/data/song_img/f720e52b1bb6625bd869df634102c20b.png
Papa Gonzales,Papa Gonzales,BanYa,s,s,22,https://piugame.com/data/song_img/e0f7b4f846ef9fc53a51ca6f869fceab.png
Black Swan,Black Swan,zeron,s,s,15,https://piugame.com/data/song_img/8327d083dfc2bbb2b763b809707f8683.png
Brown Sky,Brown Sky,Doin,s,s,25,https://piugame.com/data/song_img/7abbf7a6be02f94ec16598a3b841a139.png
V3,V3,BeautifulDay,s,s,14,https://piugame.com/data/song_img/71b20bf74fcf632d8c10e39614243015.png
Phalanx "RS2018 edit",Phalanx "RS2018 edit",Cranky,s,s,15,https://piugame.com/data/song_img/67d5f6eb534fb64e4488c0be06321192.png
Yog-Sothoth,Yog-Sothoth,Nato,s,s,17,https://piugame.com/data/song_img/bc54e47a51c88d61e1132c40cce0f714.png
BOCA,BOCA,Dreamcatcher,s,s,03,https://piugame.com/data/song_img/eb5af940defb17449259e75e16926870.png
Forgotten Vampire,Forgotten Vampire,WyvernP,s,s,18,https://piugame.com/data/song_img/07eef7f1a5338abedaeb031a0d8ee876.png
Tales of Pumpnia,Tales of Pumpnia,Applesoda,d,d,21,https://piugame.com/data/song_img/1352c4fabaa9bb5e8df52ca0062f2e00.png
Unique,Unique,SHK,d,d,22,https://piugame.com/data/song_img/58403fabf329090e4d54d0116733d2e2.png
Phalanx "RS2018 edit",Phalanx "RS2018 edit",Cranky,s,s,17,https://piugame.com/data/song_img/67d5f6eb534fb64e4488c0be06321192.png
Hellfire,Hellfire,Memme,d,d,23,https://piugame.com/data/song_img/d6b7df162464f8e926cb984462d61f0c.png
Full Moon - FULL SONG -,Full Moon - FULL SONG -,Dreamcatcher,s,s,20,https://piugame.com/data/song_img/a4301ac7ec04d6e1c032bc981b82aba2.png
Uranium,Uranium,Memme,s,s,19,https://piugame.com/data/song_img/33fa299e6f4e94b8360c39d815339549.png
Ragnarok,Ragnarok,SynthWulf,s,s,21,https://piugame.com/data/song_img/8f68503d1f4d0a971f1878657386936f.png
Imprinting,Imprinting,Sakuzyo,s,s,11,https://piugame.com/data/song_img/32c419f173c4eeb2b9f9f92308c60996.png
Euphorianic - SHORT CUT -,Euphorianic - SHORT CUT -,SHK,s,s,04,https://piugame.com/data/song_img/a69635c7e3a9ddd1e9a2e3a05ac07d48.png
Tropicanic,Tropicanic,SHK,d,d,13,https://piugame.com/data/song_img/7599c6b45fc18dacacbd7fa710e1fbbe.png
District 1,District 1,MAX,s,s,15,https://piugame.com/data/song_img/177b37fa13e76d6d517397c992862ea2.png
1949,1949,SLAM,s,s,23,https://piugame.com/data/song_img/27b9c3cc4f8d3c476205f2d4e6bbd9a5.png
Stardream (feat. Romelon),Stardream (feat. Romelon),Cashew,s,s,10,https://piugame.com/data/song_img/0a5705bb58882d059fcdbd5aea9b9cce.png
Teddy Bear,Teddy Bear,STAYC,s,s,02,https://piugame.com/data/song_img/5c0a9e5e699863547ef7fa8d6485fc4a.png
Smells Like A Chocolate,Smells Like A Chocolate,Vospi,s,s,06,https://piugame.com/data/song_img/7372cd8bfab53b7f0a4bb9195e545fec.png
Houseplan,Houseplan,Houseplan,d,d,16,https://piugame.com/data/song_img/ae87cac425d722b861faa8cf8ab2eefd.png
Dream To Nightmare,Dream To Nightmare,Nightmare,d,d,23,https://piugame.com/data/song_img/149de4217a7f2e3d80c3dbe4090a2ea0.png
Rock the house,Rock the house,Matduke,s,s,08,https://piugame.com/data/song_img/dc19ba963efaaef2b2a3c905a98abfc3.png
Highway Chaser,Highway Chaser,Cosmograph,d,d,13,https://piugame.com/data/song_img/f06cbde6cc0b8747421f52ac75b3ee8b.png
Lacrimosa,Lacrimosa,Fiverwater,d,d,22,https://piugame.com/data/song_img/56fbd3887c1f170ff0bab5fd5bac7320.png
Sorceress Elise,Sorceress Elise,YAHPP,s,s,04,https://piugame.com/data/song_img/52ba0f8236f1cc1be8533771c479b36a.png
After a thousand years,After a thousand years,TOTO,s,s,12,https://piugame.com/data/song_img/79dd036b5c0341224e24dbf9bbfa96b0.png
Leather,Leather,Doin,s,s,24,https://piugame.com/data/song_img/7a7a1b221de07d92d694b1ccd2bb69e0.png
Moonlight,Moonlight,BanYa,s,s,08,https://piugame.com/data/song_img/682deef3bbe633670e77fb83018e5271.png
Cross Over feat. LyuU,Cross Over feat. LyuU,HyuN,d,d,19,https://piugame.com/data/song_img/c360feacc230eb74438d0452c13ead30.png
Tropicanic,Tropicanic,SHK,s,s,07,https://piugame.com/data/song_img/7599c6b45fc18dacacbd7fa710e1fbbe.png
FFF,FFF,Doin,d,d,24,https://piugame.com/data/song_img/bc8046f59a10309e3fba7b77672cf2d2.png
Pumptris Quattro,Pumptris Quattro,YAHPP,s,s,20,https://piugame.com/data/song_img/2a4110d8bfc915ac81c209903d76e386.png
Hi Bi,Hi Bi,BanYa,d,d,21,https://piugame.com/data/song_img/dbd76558e720241543b49f78ba86fe8e.png
Harmagedon,Harmagedon,HyuN vs lixound,s,s,16,https://piugame.com/data/song_img/18c413bbfa40cc13fdc9ea1e3b2aa3c6.png
Tropicanic,Tropicanic,SHK,d,d,21,https://piugame.com/data/song_img/7599c6b45fc18dacacbd7fa710e1fbbe.png
Jogging,Jogging,LUCY,d,d,07,https://piugame.com/data/song_img/3adbc9e8d05b1d006a995cf3079330aa.png
MATADOR,MATADOR,Cranky,s,s,18,https://piugame.com/data/song_img/2e57f224899a9644cda9632c7795f915.png
Super Stylin',Super Stylin',Warak,d,d,21,https://piugame.com/data/song_img/d73903b1c8e826d1f60d67d622affaf9.png
Super Stylin',Super Stylin',Warak,s,s,17,https://piugame.com/data/song_img/d73903b1c8e826d1f60d67d622affaf9.png
Ladybug,Ladybug,Coconut,c,c,n2,https://piugame.com/data/song_img/c764058ef1abe73675a6b1b288f0104c.png
Houseplan,Houseplan,Houseplan,d,d,08,https://piugame.com/data/song_img/ae87cac425d722b861faa8cf8ab2eefd.png
Bee,Bee,BanYa,d,d,24,https://piugame.com/data/song_img/53bdf8102ac3b575019a2b42c743d92e.png
Broken Karma (PIU EDIT),Broken Karma (PIU EDIT),Quree,s,s,16,https://piugame.com/data/song_img/183930ddd25cd0fd1da322d1584a6291.png
Wedding Crashers,Wedding Crashers,SHK,d,d,23,https://piugame.com/data/song_img/a916721935bb9c8c55800fbbe556ae90.png
INFINITY,INFINITY,Lunatic Sounds,d,d,23,https://piugame.com/data/song_img/614525bb9b1e6f28a8415ce51d9534bd.png
HTTP,HTTP,Quree,s,s,14,https://piugame.com/data/song_img/a33e5f54f2789ce8eacfab76da16e2fd.png
Red Swan,Red Swan,Yahpp,s,s,18,https://piugame.com/data/song_img/4ed6328198a420cf65a3ea9407ea1af0.png
Silhouette Effect - SHORT CUT -,Silhouette Effect - SHORT CUT -,Nato,d,d,17,https://piugame.com/data/song_img/b784355f348f2730cf36b88919d51cef.png
Bad Apple!! feat. Nomico,Bad Apple!! feat. Nomico,Masayoshi Minoshima,s,s,19,https://piugame.com/data/song_img/1c6e00d20fd612097ff9cae790e16827.png
Love is a Danger Zone pt. 2 - SHORT CUT -,Love is a Danger Zone pt. 2 - SHORT CUT -,Banya,d,d,23,https://piugame.com/data/song_img/d3fce409d990438f96f2ca2e036cd99b.png
Nihilism - Another Ver.-,Nihilism - Another Ver.-,Nato,s,s,18,https://piugame.com/data/song_img/7040edb4ff55d6d78d7b8e067659ff11.png
Giselle,Giselle,Sobrem a.k.a. Widowmaker,d,d,14,https://piugame.com/data/song_img/e75b6128293b5d17ca73a45d243d0a27.png
Moonlight,Moonlight,BanYa,s,s,19,https://piugame.com/data/song_img/682deef3bbe633670e77fb83018e5271.png
Gargoyle - FULL SONG -,Gargoyle - FULL SONG -,Sanxion7,d,d,25,https://piugame.com/data/song_img/9e54f9ac19a9725e63a85bad034b662d.png
Smells Like A Chocolate,Smells Like A Chocolate,Vospi,s,s,09,https://piugame.com/data/song_img/7372cd8bfab53b7f0a4bb9195e545fec.png
GOOD NIGHT,GOOD NIGHT,Dreamcatcher,d,d,22,https://piugame.com/data/song_img/950bba94b66e30b4a33c794c204b2ac8.png
Smile Diary,Smile Diary,you,s,s,11,https://piugame.com/data/song_img/e53ffebb889fba8647191794136e24a9.png
Unique,Unique,SHK,s,s,14,https://piugame.com/data/song_img/58403fabf329090e4d54d0116733d2e2.png
Bad Apple!! feat. Nomico,Bad Apple!! feat. Nomico,Masayoshi Minoshima,s,s,01,https://piugame.com/data/song_img/1c6e00d20fd612097ff9cae790e16827.png
Allegro Con Fuoco,Allegro Con Fuoco,DM Ashura,s,s,17,https://piugame.com/data/song_img/ff186c5488121bb28e0e51eef7b6b2f2.png
ELEVEN,ELEVEN,IVE,c,c,n2,https://piugame.com/data/song_img/e0cf19dbb807e5d3f2efa3db5ca163a0.png
1949,1949,SLAM,s,s,21,https://piugame.com/data/song_img/27b9c3cc4f8d3c476205f2d4e6bbd9a5.png
Black Swan,Black Swan,zeron,s,s,16,https://piugame.com/data/song_img/8327d083dfc2bbb2b763b809707f8683.png
Chase Me - FULL SONG -,Chase Me - FULL SONG -,Dreamcatcher,d,d,25,https://piugame.com/data/song_img/9432dea334959d9f9976b6462cf26154.png
WI-EX-DOC-VA,WI-EX-DOC-VA,YAHPP,d,d,24,https://piugame.com/data/song_img/559e26e1da569c22852e62b4d3f0d2e2.png
Spray,Spray,WEi,d,d,14,https://piugame.com/data/song_img/d89b413ad14fae24007dfdd77a387d6c.png
Sugar Conspiracy Theory,Sugar Conspiracy Theory,MAX,d,d,20,https://piugame.com/data/song_img/0bdfc5f0e5b53f865872306f51fc0f32.png
The Reverie,The Reverie,uma,d,d,18,https://piugame.com/data/song_img/59006ca78aee2254dd3fe1362c9864b6.png
Prime Time,Prime Time,Cashew,s,s,21,https://piugame.com/data/song_img/6a9b52dad811828ecba1f4f5d3e6abfe.png
Queen Of The Red,Queen Of The Red,ETIA.,s,s,15,https://piugame.com/data/song_img/4df7e2adc835650b5fef4106978a3b48.png
POINT ZERO 2,POINT ZERO 2,SYNTHWULF,d,d,20,https://piugame.com/data/song_img/acc3d98c6192919a0e6faa538606e518.png
Annihilator Method,Annihilator Method,DM Ashura,s,s,19,https://piugame.com/data/song_img/3e793e858d8ccd6adc2e5302d13efb8f.png
U GOT 2 KNOW,U GOT 2 KNOW,MAX,s,s,20,https://piugame.com/data/song_img/8075ad3bc1d71a6a2d42313eff1ecd98.png
STORM,STORM,KOYOTE,c,c,n3,https://piugame.com/data/song_img/50c49e67d330d6bd6d84b04da8afaa2a.png
The People didn't know,The People didn't know,Banya Production,d,d,17,https://piugame.com/data/song_img/b5beafaf692bb3cd6049f491b0a65038.png
Awakening,Awakening,typeMARS,s,s,14,https://piugame.com/data/song_img/4fd85c9ac5726a4dda88c2a75d1f548f.png
Rage of Fire,Rage of Fire,MAX,s,s,16,https://piugame.com/data/song_img/319954a0ce7f644b94f5a9179d6592ad.png
Adrenaline Blaster,Adrenaline Blaster,QWertism,s,s,18,https://piugame.com/data/song_img/e50902f87a52e34280440a77fedd9de4.png
